station_name,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_30min_intervals
Gouda,November,Friday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Waddinxveen,November,Friday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Waddinxveen Noord,November,Friday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Boskoop Snijdelwijk,November,Friday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Waddinxveen Triangel,November,Friday,nonholiday,peak,broken down train,rolling stock,medium,low,chilly,a
Rhenen,November,Friday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Veenendaal Centrum,November,Friday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Hoofddorp,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,b
Schiphol Airport,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,b
Delft Campus,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,b
Schiedam Centrum,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,b
Appingedam,November,Saturday,nonholiday,off-peak,signal failure,infrastructure,high,high,warm,b
Delfzijl,November,Saturday,nonholiday,off-peak,signal failure,infrastructure,high,high,warm,b
Delfzijl West,November,Saturday,nonholiday,off-peak,signal failure,infrastructure,high,high,warm,b
Nijmegen,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,c
Nijmegen Dukenburg,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,c
Wijchen,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,c
Nijmegen Goffert,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,c
Dordrecht,November,Saturday,nonholiday,off-peak,repair works,engineering work,high,high,warm,b
Dordrecht Zuid,November,Saturday,nonholiday,off-peak,repair works,engineering work,high,high,warm,b
Lage Zwaluwe,November,Saturday,nonholiday,off-peak,repair works,engineering work,high,high,warm,b
De Vink,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,a
Voorschoten,November,Saturday,nonholiday,off-peak,broken down train,rolling stock,high,high,warm,a
Geldermalsen,November,Sunday,nonholiday,off-peak,signal failure,infrastructure,high,medium,warm,d
's-Hertogenbosch,November,Sunday,nonholiday,off-peak,signal failure,infrastructure,high,medium,warm,d
Zaltbommel,November,Sunday,nonholiday,off-peak,signal failure,infrastructure,high,medium,warm,d
Arnhem Centraal,November,Sunday,nonholiday,off-peak,repair works,engineering work,high,medium,warm,b
Arnhem Zuid,November,Sunday,nonholiday,off-peak,repair works,engineering work,high,medium,warm,b
Elst,November,Sunday,nonholiday,off-peak,repair works,engineering work,high,medium,warm,b
Nijmegen,November,Sunday,nonholiday,off-peak,repair works,engineering work,high,medium,warm,b
Nijmegen Lent,November,Sunday,nonholiday,off-peak,repair works,engineering work,high,medium,warm,b
Eindhoven Centraal,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Geldrop,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Heeze,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Maarheeze,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Weert,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Roermond,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Reuver,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Swalmen,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Tegelen,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Venlo,November,Sunday,nonholiday,off-peak,damaged railway bridge,accidents,high,medium,warm,b
Amsterdam Centraal,November,Sunday,nonholiday,off-peak,person hit by a train,accidents,high,medium,warm,i
Amsterdam Sloterdijk,November,Sunday,nonholiday,off-peak,person hit by a train,accidents,high,medium,warm,i
Haarlem,November,Sunday,nonholiday,off-peak,person hit by a train,accidents,high,medium,warm,i
Haarlem Spaarnwoude,November,Sunday,nonholiday,off-peak,person hit by a train,accidents,high,medium,warm,i
Halfweg-Zwanenburg,November,Sunday,nonholiday,off-peak,person hit by a train,accidents,high,medium,warm,i
Schiphol Airport,November,Monday,nonholiday,off-peak,repair works,engineering work,high,low,warm,g
Breda,November,Monday,nonholiday,off-peak,engineering works,engineering work,high,low,warm,b
Rotterdam Centraal,November,Monday,nonholiday,off-peak,engineering works,engineering work,high,low,warm,b
Purmerend Overwhere,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,c
Purmerend,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,c
Purmerend Weidevenne,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,c
Zaandam,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,c
Zaandam Kogerveld,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,c
Amsterdam Lelylaan,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Amsterdam Sloterdijk,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Heemstede-Aerdenhout,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Hoofddorp,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Hillegom,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Haarlem,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Haarlem Spaarnwoude,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Leiden Centraal,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Nieuw Vennep,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Schiphol Airport,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Voorhout,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Zaandam,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Sassenheim,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Halfweg-Zwanenburg,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,b
Amsterdam Centraal,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Amsterdam Sloterdijk,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Krommenie-Assendelft,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Uitgeest,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Wormerveer,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Zaandam,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Koog aan de Zaan,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Zaandijk Zaanse Schans,November,Monday,nonholiday,peak,broken down train,rolling stock,high,low,warm,a
Arnhem Centraal,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Arnhem Velperpoort,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Duiven,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Emmerich,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Zevenaar,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Westervoort,November,Monday,nonholiday,off-peak,railway problems abroad,logistical,high,low,warm,c
Driebergen-Zeist,November,Monday,nonholiday,off-peak,collision with a vehicle,accidents,high,low,warm,h
Ede-Wageningen,November,Monday,nonholiday,off-peak,collision with a vehicle,accidents,high,low,warm,h
Veenendaal-De Klomp,November,Monday,nonholiday,off-peak,collision with a vehicle,accidents,high,low,warm,h
Maarn,November,Monday,nonholiday,off-peak,collision with a vehicle,accidents,high,low,warm,h
Amersfoort Centraal,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Barneveld Centrum,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Barneveld Noord,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Ede-Wageningen,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Ede Centrum,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Lunteren,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Hoevelaken,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Barneveld Zuid,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,f
Beverwijk,November,Monday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,warm,d
Driehuis,November,Monday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,warm,d
Santpoort Noord,November,Monday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,warm,d
Delft,November,Monday,nonholiday,off-peak,broken down train,rolling stock,high,low,warm,b
Delft Campus,November,Monday,nonholiday,off-peak,broken down train,rolling stock,high,low,warm,b
Schiedam Centrum,November,Monday,nonholiday,off-peak,broken down train,rolling stock,high,low,warm,b
Hardenberg,November,Monday,nonholiday,peak,problems with the rolling stock,rolling stock,high,low,warm,f
Mariënberg,November,Monday,nonholiday,peak,problems with the rolling stock,rolling stock,high,low,warm,f
Amsterdam Centraal,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Amsterdam Lelylaan,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Amsterdam Sloterdijk,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Rotterdam Centraal,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Schiphol Airport,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Amsterdam Centraal,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,d
Amsterdam Lelylaan,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,d
Amsterdam Sloterdijk,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,d
Rotterdam Centraal,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,d
Schiphol Airport,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,d
Rotterdam Centraal,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Schiphol Airport,November,Monday,nonholiday,peak,stranded train,rolling stock,high,low,warm,b
Almelo,November,Monday,nonholiday,off-peak,collision with an animal,accidents,high,low,warm,g
Almelo de Riet,November,Monday,nonholiday,off-peak,collision with an animal,accidents,high,low,warm,g
Borne,November,Monday,nonholiday,off-peak,collision with an animal,accidents,high,low,warm,g
Hengelo,November,Monday,nonholiday,off-peak,collision with an animal,accidents,high,low,warm,g
Arnemuiden,November,Monday,nonholiday,off-peak,person hit by a train,accidents,high,low,warm,h
Kapelle-Biezelinge,November,Monday,nonholiday,off-peak,person hit by a train,accidents,high,low,warm,h
Goes,November,Monday,nonholiday,off-peak,person hit by a train,accidents,high,low,warm,h
Kruiningen-Yerseke,November,Monday,nonholiday,off-peak,person hit by a train,accidents,high,low,warm,h
Middelburg,November,Monday,nonholiday,off-peak,person hit by a train,accidents,high,low,warm,h
Delden,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Goor,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Hengelo,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Lochem,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Zutphen,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Hengelo Gezondheidspark,November,Monday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,warm,c
Amersfoort Centraal,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Almelo,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Almelo de Riet,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Apeldoorn,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Apeldoorn Osseveld,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Amsterdam Centraal,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Amsterdam Muiderpoort,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Amsterdam Science Park,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Bad Bentheim,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Borne,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Baarn,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Bussum Zuid,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Diemen,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Deventer,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Deventer Colmschate,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Hengelo,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Hengelo Oost,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Holten,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Hilversum,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Naarden-Bussum,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Oldenzaal,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Rijssen,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Twello,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Wierden,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Weesp,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Hilversum Media Park,November,Monday,nonholiday,off-peak,collision,accidents,high,low,warm,a
Breukelen,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,f
Gouda Goverwelle,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,f
Woerden,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,f
Gouda,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Den Haag Centraal,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Voorburg,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Den Haag Ypenburg,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Zoetermeer,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Zoetermeer Oost,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Lansingerland-Zoetermeer,November,Tuesday,nonholiday,off-peak,over-running engineering works,engineering work,high,low,chilly,d
Amsterdam Lelylaan,November,Tuesday,nonholiday,peak,an emergency call,external,high,low,chilly,a
Amsterdam Sloterdijk,November,Tuesday,nonholiday,peak,an emergency call,external,high,low,chilly,a
Breda,November,Tuesday,nonholiday,off-peak,stranded train,rolling stock,high,low,chilly,c
Rotterdam Centraal,November,Tuesday,nonholiday,off-peak,stranded train,rolling stock,high,low,chilly,c
Arnhem Centraal,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Bunnik,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Driebergen-Zeist,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Ede-Wageningen,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Veenendaal-De Klomp,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Maarn,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Oosterbeek,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Utrecht Centraal,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Wolfheze,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Utrecht Vaartsche Rijn,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,i
Arnhem Centraal,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Arnhem Zuid,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Elst,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Nijmegen,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Nijmegen Lent,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Maarssen,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,a
Utrecht Centraal,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,a
Utrecht Zuilen,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,a
Bunnik,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Driebergen-Zeist,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Maarn,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Utrecht Centraal,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Utrecht Vaartsche Rijn,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,h
Amersfoort Centraal,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Barneveld Centrum,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Barneveld Noord,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Ede-Wageningen,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Ede Centrum,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Lunteren,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Hoevelaken,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Barneveld Zuid,November,Tuesday,nonholiday,off-peak,disruption elsewhere,logistical,high,low,chilly,g
Deinum,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Dronryp,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Franeker,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Harlingen,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Harlingen Haven,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Leeuwarden,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,a
Rotterdam Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,f
Delft,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Delft Campus,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Den Haag HS,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Den Haag Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Den Haag Moerwijk,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Rijswijk,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Rotterdam Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Schiedam Centrum,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,g
Breda,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Rotterdam Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Noorderkempen,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Amsterdam Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Amsterdam Lelylaan,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Amsterdam Sloterdijk,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Antwerpen-Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Rotterdam Centraal,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Schiphol Airport,November,Tuesday,nonholiday,off-peak,problem in a tunnel,infrastructure,high,low,chilly,d
Baflo,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,b
Sauwerd,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,b
Warffum,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,b
Winsum,November,Tuesday,nonholiday,off-peak,signal failure,infrastructure,high,low,chilly,b
Amsterdam Centraal,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Amsterdam Lelylaan,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Amsterdam Sloterdijk,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Breda,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Rotterdam Centraal,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Schiphol Airport,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Noorderkempen,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Amsterdam Centraal,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Amsterdam Lelylaan,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Amsterdam Sloterdijk,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Breda,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Rotterdam Centraal,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Schiphol Airport,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Noorderkempen,November,Tuesday,nonholiday,peak,problem in a tunnel,infrastructure,high,low,chilly,a
Rhenen,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,a
Veenendaal Centrum,November,Tuesday,nonholiday,off-peak,broken down train,rolling stock,high,low,chilly,a
Amersfoort Centraal,November,Tuesday,nonholiday,off-peak,collision with an animal,accidents,high,low,chilly,a
Apeldoorn,November,Tuesday,nonholiday,off-peak,collision with an animal,accidents,high,low,chilly,a
Schiphol Airport,November,Wednesday,nonholiday,off-peak,an emergency call,external,medium,low,chilly,b
Boxtel,November,Wednesday,nonholiday,off-peak,collision with an animal,accidents,medium,low,chilly,c
Oisterwijk,November,Wednesday,nonholiday,off-peak,collision with an animal,accidents,medium,low,chilly,c
Tilburg,November,Wednesday,nonholiday,off-peak,collision with an animal,accidents,medium,low,chilly,c
Den Helder,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Den Helder Zuid,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Cuijk,November,Wednesday,nonholiday,peak,problems with the rolling stock,rolling stock,medium,low,chilly,d
Mook Molenhoek,November,Wednesday,nonholiday,peak,problems with the rolling stock,rolling stock,medium,low,chilly,d
Nijmegen,November,Wednesday,nonholiday,peak,problems with the rolling stock,rolling stock,medium,low,chilly,d
Nijmegen Heyendaal,November,Wednesday,nonholiday,peak,problems with the rolling stock,rolling stock,medium,low,chilly,d
Almere Centrum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Muziekwijk,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Weesp,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Poort,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Centrum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Almere Muziekwijk,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Naarden-Bussum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Weesp,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Almere Poort,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Bussum Zuid,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Hilversum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Naarden-Bussum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Weesp,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Hilversum Media Park,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Centrum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Muziekwijk,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Bussum Zuid,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Hilversum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Naarden-Bussum,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Weesp,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Almere Poort,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Hilversum Media Park,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Breda,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Breda-Prinsenbeek,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Barendrecht,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Dordrecht,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Dordrecht Zuid,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Rotterdam Lombardijen,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Lage Zwaluwe,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Zwijndrecht,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,a
Houten,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Centraal,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Terwijde,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Vleuten,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Woerden,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
Utrecht Leidsche Rijn,November,Wednesday,nonholiday,off-peak,broken down train,rolling stock,medium,low,chilly,b
